"Commune","Qté tot réc par les caves particulières (hl)","Part Vins AOP rouge/rosé réc (%)","Part Vins AOP blanc réc (%)","Part Vins IGP rouge/rosé réc (%)","Part Vins IGP blanc réc (%)","Part Vins sans IG et autres rouge/rosé réc (%)","Part Vins sans IG et autres blanc réc (%)","Accès au graphique de la part des types de vin / couleur","code"
"67- HEILIGENSTEIN","7609","9","90.8","0","0","0","0.2","url:../graphs/rpart/rpart_c1851.html;D'autres informations","67"
"67- KUTTOLSHEIM","206","10.5","71","0","0","1.2","17.3","url:../graphs/rpart/rpart_c1855.html;D'autres informations","67"
"67- DIEFFENTHAL","2742","15.5","84.5","0","0","0","0","url:../graphs/rpart/rpart_c1842.html;D'autres informations","67"
"67- ALBE","2002","14","85.7","0","0","0","0.3","url:../graphs/rpart/rpart_c1825.html;D'autres informations","67"
"67- KIRCHHEIM","948","4.6","94.7","0","0","0","0.6","url:../graphs/rpart/rpart_c1854.html;D'autres informations","67"
"67- TRAENHEIM","2570","18.6","80.7","0","0","0","0.8","url:../graphs/rpart/rpart_c1874.html;D'autres informations","67"
"67- DANGOLSHEIM","580","8.5","86.3","0","0","0","5.3","url:../graphs/rpart/rpart_c1841.html;D'autres informations","67"
"67- BALBRONN","1739","6.9","92.6","0","0","0","0.4","url:../graphs/rpart/rpart_c1828.html;D'autres informations","67"
"67- SCHARRACHBERGHEIM-IRMSTETT","1304","12.9","86.9","0","0","0","0.2","url:../graphs/rpart/rpart_c1871.html;D'autres informations","67"
"67- MARLENHEIM","6480","22.8","76.4","0","0","0","0.8","url:../graphs/rpart/rpart_c1856.html;D'autres informations","67"
"67- AVOLSHEIM","2194","7.1","92.7","0","0","0","0.2","url:../graphs/rpart/rpart_c1827.html;D'autres informations","67"
"67- BERNARDVILLE","3596","11.4","88.1","0","0","0.3","0.3","url:../graphs/rpart/rpart_c1832.html;D'autres informations","67"
"67- MITTELBERGHEIM","11190","9.9","89.5","0","0","0","0.6","url:../graphs/rpart/rpart_c1857.html;D'autres informations","67"
"67- FESSENHEIM-LE-BAS","1190","11.1","86.5","0","0","0","2.4","url:../graphs/rpart/rpart_c1847.html;D'autres informations","67"
"67- SAINT-PIERRE","532","1.6","98.4","0","0","0","0","url:../graphs/rpart/rpart_c1870.html;D'autres informations","67"
"67- MOLSHEIM","4576","10.6","89","0","0","0","0.4","url:../graphs/rpart/rpart_c1858.html;D'autres informations","67"
"67- BOURGHEIM","2492","6.4","93.6","0","0","0","0.1","url:../graphs/rpart/rpart_c1837.html;D'autres informations","67"
"67- NOTHALTEN","12791","9.4","90.3","0","0","0","0.3","url:../graphs/rpart/rpart_c1861.html;D'autres informations","67"
"67- ROSENWILLER","4146","6.5","93.4","0","0","0","0.1","url:../graphs/rpart/rpart_c1868.html;D'autres informations","67"
"67- STOTZHEIM","11237","7.5","92.5","0","0","0","0","url:../graphs/rpart/rpart_c1873.html;D'autres informations","67"
"67- WANGEN","3937","8.1","91.8","0","0","0","0.1","url:../graphs/rpart/rpart_c1876.html;D'autres informations","67"
"67- BISCHOFFSHEIM","3400","7.3","92.7","0","0","0","0.1","url:../graphs/rpart/rpart_c1834.html;D'autres informations","67"
"67- VALFF","192","10","86","0","0","0","4","url:../graphs/rpart/rpart_c1875.html;D'autres informations","67"
"68- SAINT-HIPPOLYTE","16375","14.5","84.9","0","0","0.1","0.5","url:../graphs/rpart/rpart_c1915.html;D'autres informations","68"
"68- KAYSERSBERG","1898","9.8","89.8","0","0","0","0.4","url:../graphs/rpart/rpart_c1900.html;D'autres informations","68"
"68- EGUISHEIM","18516","10.2","89.2","0","0","0","0.5","url:../graphs/rpart/rpart_c1888.html;D'autres informations","68"
"68- RIBEAUVILLE","10340","5.7","94.1","0","0","0","0.3","url:../graphs/rpart/rpart_c1910.html;D'autres informations","68"
"68- SOULTZ-HAUT-RHIN","3741","14.9","84.7","0","0","0","0.4","url:../graphs/rpart/rpart_c1917.html;D'autres informations","68"
"68- TURCKHEIM","3579","7","90.8","0","0","0","2.2","url:../graphs/rpart/rpart_c1919.html;D'autres informations","68"
"68- RODERN","4182","17.1","82.5","0","0","0","0.4","url:../graphs/rpart/rpart_c1912.html;D'autres informations","68"
"68- OBERMORSCHWIHR","6053","9.6","90.2","0","0","0","0.2","url:../graphs/rpart/rpart_c1905.html;D'autres informations","68"
"68- BERGHEIM","11973","6.8","92.8","0","0","0","0.4","url:../graphs/rpart/rpart_c1883.html;D'autres informations","68"
"68- AMMERSCHWIHR","23681","9","90.7","0","0","0","0.3","url:../graphs/rpart/rpart_c1880.html;D'autres informations","68"
"68- SOULTZMATT","13516","9.3","90.4","0","0","0","0.3","url:../graphs/rpart/rpart_c1918.html;D'autres informations","68"
"68- WETTOLSHEIM","19287","7.9","91.7","0","0","0","0.4","url:../graphs/rpart/rpart_c1922.html;D'autres informations","68"
"68- COLMAR","4407","5","93.6","0","0","0","1.4","url:../graphs/rpart/rpart_c1887.html;D'autres informations","68"
"68- WINTZENHEIM","4579","6.4","93.3","0","0","0","0.3","url:../graphs/rpart/rpart_c1924.html;D'autres informations","68"
"68- PFAFFENHEIM","13451","9","90.8","0","0","0","0.2","url:../graphs/rpart/rpart_c1909.html;D'autres informations","68"
"68- HUNAWIHR","6450","9.9","89.8","0","0","0","0.2","url:../graphs/rpart/rpart_c1896.html;D'autres informations","68"
"68- RORSCHWIHR","8794","7.1","92.7","0","0","0","0.2","url:../graphs/rpart/rpart_c1913.html;D'autres informations","68"
"68- GUEMAR","208","5.5","76.5","0","0","1.3","16.7","url:../graphs/rpart/rpart_c1891.html;D'autres informations","68"
"68- MERXHEIM","182","0.4","79.3","0","0","1","19.2","url:../graphs/rpart/rpart_c1902.html;D'autres informations","68"
"68- HATTSTATT","1102","12.8","86.9","0","0","0","0.4","url:../graphs/rpart/rpart_c1893.html;D'autres informations","68"
"68- GUEBWILLER","5863","8.2","91.8","0","0","0.1","0","url:../graphs/rpart/rpart_c1890.html;D'autres informations","68"
"68- OSENBACH","2170","7.9","92.1","0","0","0","0","url:../graphs/rpart/rpart_c1907.html;D'autres informations","68"
"68- INGERSHEIM","3661","6.7","93.2","0","0","0","0.1","url:../graphs/rpart/rpart_c1898.html;D'autres informations","68"
"68- ZELLENBERG","4546","11.1","88.7","0","0","0","0.2","url:../graphs/rpart/rpart_c1926.html;D'autres informations","68"
"68- BENNWIHR","23983","6.4","93.5","0","0","0","0.1","url:../graphs/rpart/rpart_c1882.html;D'autres informations","68"
"68- SIGOLSHEIM","16790","4.9","95.1","0","0","0","0.1","url:../graphs/rpart/rpart_c1916.html;D'autres informations","68"
"68- ROUFFACH","8587","10.6","89.2","0","0","0","0.2","url:../graphs/rpart/rpart_c1914.html;D'autres informations","68"
"68- BERRWILLER","772","22","78","0","0","0","0","url:../graphs/rpart/rpart_c1886.html;D'autres informations","68"
"68- HUSSEREN-LES-CHATEAUX","5982","10.6","89","0","0","0","0.4","url:../graphs/rpart/rpart_c1897.html;D'autres informations","68"
"68- HOUSSEN","3354","5.7","94.3","0","0","0","0","url:../graphs/rpart/rpart_c1895.html;D'autres informations","68"
"68- BEBLENHEIM","5910","4.6","95.2","0","0","0","0.2","url:../graphs/rpart/rpart_c1881.html;D'autres informations","68"
"68- NIEDERMORSCHWIHR","2976","9.4","90.5","0","0","0","0.1","url:../graphs/rpart/rpart_c1904.html;D'autres informations","68"
"68- GUEBERSCHWIHR","10919","7.7","91.7","0","0","0","0.7","url:../graphs/rpart/rpart_c1889.html;D'autres informations","68"
"68- GUNDOLSHEIM","2077","4.6","95.4","0","0","0","0","url:../graphs/rpart/rpart_c1892.html;D'autres informations","68"
"68- BERGHOLTZZELL","1109","15.2","84.8","0","0","0","0","url:../graphs/rpart/rpart_c1885.html;D'autres informations","68"
"68- WUENHEIM","1564","9.7","89.1","0","0","0.1","1.1","url:../graphs/rpart/rpart_c1925.html;D'autres informations","68"
"68- RIQUEWIHR","14822","6.6","93","0","0","0","0.4","url:../graphs/rpart/rpart_c1911.html;D'autres informations","68"
"68- WESTHALTEN","17397","8.4","91.5","0","0","0","0.1","url:../graphs/rpart/rpart_c1921.html;D'autres informations","68"
"68- MITTELWIHR","11372","9","90.7","0","0","0","0.4","url:../graphs/rpart/rpart_c1903.html;D'autres informations","68"
"68- KATZENTHAL","10748","8.5","91.1","0","0","0","0.4","url:../graphs/rpart/rpart_c1899.html;D'autres informations","68"
"68- ORSCHWIHR","17329","10.7","89","0","0","0","0.3","url:../graphs/rpart/rpart_c1906.html;D'autres informations","68"
"68- OSTHEIM","1637","11.6","88.2","0","0","0","0.2","url:../graphs/rpart/rpart_c1908.html;D'autres informations","68"
"68- VOEGTLINSHOFFEN","10883","12","87.7","0","0","0","0.3","url:../graphs/rpart/rpart_c1920.html;D'autres informations","68"
"68- HERRLISHEIM-PRES-COLMAR","3939","9.2","90.1","0","0","0","0.6","url:../graphs/rpart/rpart_c1894.html;D'autres informations","68"
"68- KIENTZHEIM","4799","7.8","92","0","0","0","0.2","url:../graphs/rpart/rpart_c1901.html;D'autres informations","68"
"68- BERGHOLTZ","3206","14.1","85.4","0","0","0","0.5","url:../graphs/rpart/rpart_c1884.html;D'autres informations","68"
"68- WIHR-AU-VAL","964","11","88.7","0","0","0","0.3","url:../graphs/rpart/rpart_c1923.html;D'autres informations","68"
"69- SAINT-GEORGES-DE-RENEINS","1857","92.8","6.3","0","0","0.3","0.7","url:../graphs/rpart/rpart_c1974.html;D'autres informations","69"
"69-LE BREUIL","4084","81.7","16.9","0","0","1.2","0.2","url:../graphs/rpart/rpart_c1993.html;D'autres informations","69"
"69- CHARENTAY","8568","95.3","3.7","0.8","0.1","0.1","0","url:../graphs/rpart/rpart_c1935.html;D'autres informations","69"
"69- SAINT-VERAND","7961","93.5","5.8","0","0","0.7","0","url:../graphs/rpart/rpart_c1982.html;D'autres informations","69"
"69- BLACE","8507","95.5","3.5","0.1","0.1","0.6","0.2","url:../graphs/rpart/rpart_c1932.html;D'autres informations","69"
"69- CHARNAY","2848","77.3","22.1","0","0","0","0.6","url:../graphs/rpart/rpart_c1936.html;D'autres informations","69"
"69- LETRA","1875","87.1","9.2","0.8","0","1.6","1.2","url:../graphs/rpart/rpart_c1954.html;D'autres informations","69"
"69- VAUX-EN-BEAUJOLAIS","11889","94.2","3.1","0","0","1.8","0.8","url:../graphs/rpart/rpart_c1989.html;D'autres informations","69"
"69- TERNAND","1661","97.9","1.7","0","0","0","0.3","url:../graphs/rpart/rpart_c1986.html;D'autres informations","69"
"69- SAINT-LAURENT-D'OINGT","4279","93.5","3.9","0","0","1.9","0.7","url:../graphs/rpart/rpart_c1980.html;D'autres informations","69"
"69- SAINTE-PAULE","3676","97.8","1.4","0.2","0.3","0.3","0","url:../graphs/rpart/rpart_c1983.html;D'autres informations","69"
"69- ODENAS","18130","99.1","0.7","0","0","0.2","0","url:../graphs/rpart/rpart_c1964.html;D'autres informations","69"
"69- RIVOLET","2028","90.3","6.5","3.1","0.1","0","0","url:../graphs/rpart/rpart_c1970.html;D'autres informations","69"
"69- VILLIE-MORGON","51646","97","1.9","0","0","0.9","0.2","url:../graphs/rpart/rpart_c1991.html;D'autres informations","69"
"69- CORCELLES-EN-BEAUJOLAIS","11240","90.8","7.4","0","0","1.7","0.1","url:../graphs/rpart/rpart_c1942.html;D'autres informations","69"
"69- LACHASSAGNE","3812","74.9","21.4","0","0","2.3","1.3","url:../graphs/rpart/rpart_c1951.html;D'autres informations","69"
"69-LE PERREON","6653","93.8","3","1.2","0.5","1","0.5","url:../graphs/rpart/rpart_c1994.html;D'autres informations","69"
"69-LES ARDILLATS","1013","99","0","0","0","1","0","url:../graphs/rpart/rpart_c1995.html;D'autres informations","69"
"69- JULLIE","4843","92.8","4.6","0","0","1.4","1.2","url:../graphs/rpart/rpart_c1950.html;D'autres informations","69"
"69- JARNIOUX","1874","90.9","5.7","0","0","1.7","1.7","url:../graphs/rpart/rpart_c1948.html;D'autres informations","69"
"69- OINGT","2245","92","3.2","0.5","1.1","2.4","0.7","url:../graphs/rpart/rpart_c1965.html;D'autres informations","69"
"69- SAINT-JEAN-DES-VIGNES","1734","78.1","18.5","0","0","2.1","1.3","url:../graphs/rpart/rpart_c1977.html;D'autres informations","69"
"69- VAUXRENARD","6613","88.6","8.5","0.4","0","1.3","1.2","url:../graphs/rpart/rpart_c1990.html;D'autres informations","69"
"69- ANSE","4773","78.5","15.8","0","0","4.5","1.1","url:../graphs/rpart/rpart_c1928.html;D'autres informations","69"
"69- SAINT-LAGER","19258","97","1.7","0.1","0.1","0.8","0.2","url:../graphs/rpart/rpart_c1979.html;D'autres informations","69"
"69- CHENAS","7608","99.1","0.5","0","0","0.1","0.2","url:../graphs/rpart/rpart_c1938.html;D'autres informations","69"
"69- JULIENAS","11817","96.8","2.6","0","0","0.5","0","url:../graphs/rpart/rpart_c1949.html;D'autres informations","69"
"69- BULLY","608","95.2","3.3","0","0","1.5","0","url:../graphs/rpart/rpart_c1933.html;D'autres informations","69"
"69- POUILLY-LE-MONIAL","2296","83.7","13","0","0","3.3","0","url:../graphs/rpart/rpart_c1967.html;D'autres informations","69"
"69- TALUYERS","1034","76.1","20.7","0","0","3.2","0","url:../graphs/rpart/rpart_c1985.html;D'autres informations","69"
"69- MORANCE","5320","89.2","9.4","0.3","0","0.9","0.1","url:../graphs/rpart/rpart_c1963.html;D'autres informations","69"
"69- COGNY","2043","86.3","10","0","0","2.6","1.2","url:../graphs/rpart/rpart_c1940.html;D'autres informations","69"
"69- SAINT-JULIEN","8989","96.3","2.3","0","0","1.2","0.1","url:../graphs/rpart/rpart_c1978.html;D'autres informations","69"
"69- SAINT-MAURICE-SUR-DARGOIRE","197","0","0","74.7","4.6","18.5","2.2","url:../graphs/rpart/rpart_c1981.html;D'autres informations","69"
"69- REGNIE-DURETTE","24431","97.6","1.5","0","0.1","0.8","0.1","url:../graphs/rpart/rpart_c1969.html;D'autres informations","69"
"69- LANCIE","10485","90.8","5.3","0.1","0","3.3","0.5","url:../graphs/rpart/rpart_c1952.html;D'autres informations","69"
"69- DENICE","9218","85.1","14.1","0.1","0","0.4","0.3","url:../graphs/rpart/rpart_c1944.html;D'autres informations","69"
"69- ARNAS","5547","95.1","4.2","0.6","0","0","0","url:../graphs/rpart/rpart_c1929.html;D'autres informations","69"
"69- LANTIGNIE","16131","96.5","1.8","0.3","0.3","0.7","0.4","url:../graphs/rpart/rpart_c1953.html;D'autres informations","69"
"69- THEIZE","7299","90.6","8.9","0","0.1","0.2","0.2","url:../graphs/rpart/rpart_c1987.html;D'autres informations","69"
"69- DAREIZE","1570","92.1","7.7","0","0","0.2","0","url:../graphs/rpart/rpart_c1943.html;D'autres informations","69"
"69- SAINT-CYR-SUR-LE-RHONE","738","77.9","5.7","5.3","3.4","7.1","0.7","url:../graphs/rpart/rpart_c1971.html;D'autres informations","69"
"69- CERCIE","8667","97.8","1.6","0","0","0.6","0","url:../graphs/rpart/rpart_c1934.html;D'autres informations","69"
"69-LE BOIS-D'OINGT","4605","88.5","10","0","0","1.1","0.4","url:../graphs/rpart/rpart_c1992.html;D'autres informations","69"
"69- SAINT-JEAN-D'ARDIERES","8990","93.4","4.5","0","0.1","1.6","0.4","url:../graphs/rpart/rpart_c1976.html;D'autres informations","69"
"69- CHATILLON","1289","79.8","15.4","0.6","0","3.8","0.3","url:../graphs/rpart/rpart_c1937.html;D'autres informations","69"
"69- MILLERY","1366","60.9","22.5","0","0","10","6.6","url:../graphs/rpart/rpart_c1960.html;D'autres informations","69"
"69- GLEIZE","4402","87","12.5","0","0","0.5","0","url:../graphs/rpart/rpart_c1947.html;D'autres informations","69"
"69- SAINT-ETIENNE-DES-OULLIERES","15821","95.9","3.4","0","0","0.5","0.3","url:../graphs/rpart/rpart_c1972.html;D'autres informations","69"
"69- BEAUJEU","6783","96.5","1.1","0","0","1.9","0.4","url:../graphs/rpart/rpart_c1931.html;D'autres informations","69"
"69- EMERINGES","3160","82.2","17.4","0","0","0.4","0","url:../graphs/rpart/rpart_c1945.html;D'autres informations","69"
"69- MARCHAMPT","1733","92.5","2.1","0","0","5.3","0","url:../graphs/rpart/rpart_c1958.html;D'autres informations","69"
"69- LIERGUES","5305","94.9","4.6","0","0","0.5","0","url:../graphs/rpart/rpart_c1955.html;D'autres informations","69"
"69- SALLES-ARBUISSONNAS-EN-BEAUJOLAIS","5671","97.1","2","0","0","0.6","0.3","url:../graphs/rpart/rpart_c1984.html;D'autres informations","69"
"69- SAINT-ETIENNE-LA-VARENNE","10594","98.3","1.4","0","0","0.3","0.1","url:../graphs/rpart/rpart_c1973.html;D'autres informations","69"
"69- CONDRIEU","1625","43.9","38.4","8.3","5.4","3.3","0.7","url:../graphs/rpart/rpart_c1941.html;D'autres informations","69"
"69- POMMIERS","6339","89.1","9.7","0.6","0.2","0.3","0.1","url:../graphs/rpart/rpart_c1966.html;D'autres informations","69"
"69- BAGNOLS","6487","92.1","6.5","0","0","1.3","0","url:../graphs/rpart/rpart_c1930.html;D'autres informations","69"
"69- QUINCIE-EN-BEAUJOLAIS","19691","95.2","2.2","0.4","0","1.9","0.4","url:../graphs/rpart/rpart_c1968.html;D'autres informations","69"
"69- LOZANNE","761","94.8","2.7","0","0","0.8","1.7","url:../graphs/rpart/rpart_c1956.html;D'autres informations","69"
"69- CHIROUBLES","11307","98","0.9","0","0.1","0.9","0","url:../graphs/rpart/rpart_c1939.html;D'autres informations","69"
"69- LUCENAY","5025","85.6","13.7","0","0","0.6","0.1","url:../graphs/rpart/rpart_c1957.html;D'autres informations","69"
"69- AMPUIS","6620","80.6","6.5","7.2","1.5","3.9","0.2","url:../graphs/rpart/rpart_c1927.html;D'autres informations","69"
"69- TUPIN-ET-SEMONS","875","89.7","5","1.8","1","2.1","0.5","url:../graphs/rpart/rpart_c1988.html;D'autres informations","69"
"69- MARCY","2990","82.7","15.6","0","0.5","1.2","0","url:../graphs/rpart/rpart_c1959.html;D'autres informations","69"
"69- MOIRE","1974","84.4","15.2","0","0","0","0.5","url:../graphs/rpart/rpart_c1961.html;D'autres informations","69"
"69- SAINT-GERMAIN-NUELLES","2188","86.1","10.6","0","0","2.8","0.5","url:../graphs/rpart/rpart_c1975.html;D'autres informations","69"
"69- MONTMELAS-SAINT-SORLIN","2367","95.2","3.9","0","0","1","0","url:../graphs/rpart/rpart_c1962.html;D'autres informations","69"
"69- FLEURIE","19822","97.9","1","0","0.1","1.1","0","url:../graphs/rpart/rpart_c1946.html;D'autres informations","69"
"71- SAINT-AMOUR-BELLEVUE","14051","92.2","7.6","0","0","0.3","0","url:../graphs/rpart/rpart_c2051.html;D'autres informations","71"
"71- BUXY","1121","11.6","88.4","0","0","0","0","url:../graphs/rpart/rpart_c2007.html;D'autres informations","71"
"71- FUISSE","13957","6.7","93.2","0","0","0.2","0","url:../graphs/rpart/rpart_c2026.html;D'autres informations","71"
"71- UCHIZY","5193","1.4","98.6","0","0","0","0","url:../graphs/rpart/rpart_c2062.html;D'autres informations","71"
"71- BISSEY-SOUS-CRUCHAUD","1045","25.4","73.9","0","0","0","0.7","url:../graphs/rpart/rpart_c2002.html;D'autres informations","71"
"71- MACON","884","5.5","94","0","0","0.1","0.5","url:../graphs/rpart/rpart_c2035.html;D'autres informations","71"
"71- COUCHES","3905","76.8","21.2","0","0","2","0","url:../graphs/rpart/rpart_c2017.html;D'autres informations","71"
"71- MOROGES","6136","59.9","25.4","0","0","1.9","12.9","url:../graphs/rpart/rpart_c2041.html;D'autres informations","71"
"71- SAINT-SERNIN-DU-PLAIN","9693","39","60.9","0","0","0.1","0","url:../graphs/rpart/rpart_c2057.html;D'autres informations","71"
"71- CHEILLY-LES-MARANGES","7651","81","18.9","0","0","0","0","url:../graphs/rpart/rpart_c2015.html;D'autres informations","71"
"71- FONTAINES","894","59.1","38.9","0","0","1.6","0.4","url:../graphs/rpart/rpart_c2025.html;D'autres informations","71"
"71- CRECHES-SUR-SAONE","2037","48.8","51.2","0","0","0","0","url:../graphs/rpart/rpart_c2018.html;D'autres informations","71"
"71- DEMIGNY","1673","42.7","46.5","0.9","0.8","6.6","2.5","url:../graphs/rpart/rpart_c2020.html;D'autres informations","71"
"71- DEZIZE-LES-MARANGES","5134","77.5","22.5","0","0","0","0","url:../graphs/rpart/rpart_c2021.html;D'autres informations","71"
"71- SAINT-VERAND","2142","47.3","51.9","0","0","0.7","0.2","url:../graphs/rpart/rpart_c2058.html;D'autres informations","71"
"71- GIVRY","6466","84.1","15.9","0","0","0.1","0","url:../graphs/rpart/rpart_c2027.html;D'autres informations","71"
"71- SAINT-MARD-DE-VAUX","2175","70.6","29.2","0","0","0.2","0","url:../graphs/rpart/rpart_c2054.html;D'autres informations","71"
"71- DAVAYE","9457","8","91.9","0","0","0.1","0","url:../graphs/rpart/rpart_c2019.html;D'autres informations","71"
"71- RULLY","10037","44.2","55.6","0","0","0.2","0","url:../graphs/rpart/rpart_c2050.html;D'autres informations","71"
"71- MELLECEY","2750","86.8","13.2","0","0","0","0","url:../graphs/rpart/rpart_c2037.html;D'autres informations","71"
"71- PIERRECLOS","7461","37.7","61.6","0","0","0","0.7","url:../graphs/rpart/rpart_c2044.html;D'autres informations","71"
"71- DRACY-LES-COUCHES","3837","69","29.8","0","0","0.6","0.6","url:../graphs/rpart/rpart_c2023.html;D'autres informations","71"
"71- PRUZILLY","2992","97","1.7","0","0","0.4","0.9","url:../graphs/rpart/rpart_c2046.html;D'autres informations","71"
"71- HURIGNY","2035","26.5","73.5","0","0","0","0","url:../graphs/rpart/rpart_c2028.html;D'autres informations","71"
"71- SAMPIGNY-LES-MARANGES","3724","75.5","24.5","0","0","0","0","url:../graphs/rpart/rpart_c2059.html;D'autres informations","71"
"71- ROMANECHE-THORINS","11270","94.8","4.5","0.2","0","0.5","0","url:../graphs/rpart/rpart_c2048.html;D'autres informations","71"
"71- VERGISSON","7852","2.5","97.5","0","0","0.1","0","url:../graphs/rpart/rpart_c2063.html;D'autres informations","71"
"71- VIRE","3545","2.5","96.6","0","0","0.2","0.8","url:../graphs/rpart/rpart_c2064.html;D'autres informations","71"
"71- PARIS-L'HOPITAL","2268","73.5","25.6","0","0","0.9","0","url:../graphs/rpart/rpart_c2042.html;D'autres informations","71"
"71- EPERTULLY","203","78.2","18.9","0","0","2.9","0","url:../graphs/rpart/rpart_c2024.html;D'autres informations","71"
"71- BRAY","1321","54.1","45.5","0","0","0.4","0","url:../graphs/rpart/rpart_c2004.html;D'autres informations","71"
"71- JAMBLES","5656","75.5","24","0","0","0.2","0.4","url:../graphs/rpart/rpart_c2030.html;D'autres informations","71"
"71- CHANGE","5996","90.4","9.5","0","0","0.1","0","url:../graphs/rpart/rpart_c2011.html;D'autres informations","71"
"71- AZE","4057","41","56.9","0","0","0.9","1.2","url:../graphs/rpart/rpart_c1999.html;D'autres informations","71"
"71- SAINT-DENIS-DE-VAUX","2756","84.7","14.8","0","0","0.4","0","url:../graphs/rpart/rpart_c2052.html;D'autres informations","71"
"71- SERRIERES","3103","72.3","27.2","0","0","0.5","0","url:../graphs/rpart/rpart_c2060.html;D'autres informations","71"
"71- REMIGNY","2712","43.1","56.8","0","0","0.1","0","url:../graphs/rpart/rpart_c2047.html;D'autres informations","71"
"71- JULLY-LES-BUXY","1372","41.5","58.5","0","0","0","0","url:../graphs/rpart/rpart_c2031.html;D'autres informations","71"
"71-LA CHAPELLE-DE-GUINCHAY","10411","94.5","5.2","0","0","0.1","0.2","url:../graphs/rpart/rpart_c2065.html;D'autres informations","71"
"71- BERZE-LE-CHATEL","206","68.4","30.6","0","0","1","0","url:../graphs/rpart/rpart_c2001.html;D'autres informations","71"
"71- MONTBELLET","643","3.1","95.6","0","0","1","0.4","url:../graphs/rpart/rpart_c2040.html;D'autres informations","71"
"71- CHAGNY","1473","69.8","29.3","0","0","0.3","0.7","url:../graphs/rpart/rpart_c2008.html;D'autres informations","71"
"71- BURGY","424","17.2","66.5","0","0","2.6","13.7","url:../graphs/rpart/rpart_c2005.html;D'autres informations","71"
"71- CHAINTRE","5545","4.1","94.3","0","0","1","0.5","url:../graphs/rpart/rpart_c2009.html;D'autres informations","71"
"71- ROSEY","269","51.9","48.1","0","0","0","0","url:../graphs/rpart/rpart_c2049.html;D'autres informations","71"
"71- CHASSELAS","1275","21.4","73","0","0","4.6","1","url:../graphs/rpart/rpart_c2013.html;D'autres informations","71"
"71- MONTAGNY-LES-BUXY","2661","8.8","91.2","0","0","0","0","url:../graphs/rpart/rpart_c2039.html;D'autres informations","71"
"71- ALUZE","384","37.1","60.2","0","0","1.8","0.9","url:../graphs/rpart/rpart_c1998.html;D'autres informations","71"
"71- CLESSE","5580","6.5","91.9","0","0","0","1.6","url:../graphs/rpart/rpart_c2016.html;D'autres informations","71"
"71- CHASSEY-LE-CAMP","1923","56.7","43.3","0","0","0","0","url:../graphs/rpart/rpart_c2014.html;D'autres informations","71"
"71- SAINT-MAURICE-LES-COUCHES","3445","85","14.9","0","0","0","0.1","url:../graphs/rpart/rpart_c2056.html;D'autres informations","71"
"71- CHANES","4843","42.7","56.3","1","0","0","0","url:../graphs/rpart/rpart_c2010.html;D'autres informations","71"
"71- LAIZE","574","36","64","0","0","0","0","url:../graphs/rpart/rpart_c2032.html;D'autres informations","71"
"71- SAINT-MARTIN-SOUS-MONTAIGU","5995","75.7","24.2","0","0","0.1","0","url:../graphs/rpart/rpart_c2055.html;D'autres informations","71"
"71- CHARNAY-LES-MACON","2052","13.9","86.1","0","0","0","0","url:../graphs/rpart/rpart_c2012.html;D'autres informations","71"
"71- MAILLY","259","0","0","38.2","47.1","9.7","5","url:../graphs/rpart/rpart_c2036.html;D'autres informations","71"
"71- MERCUREY","15280","76.9","22.7","0","0","0.2","0.3","url:../graphs/rpart/rpart_c2038.html;D'autres informations","71"
"71- PRISSE","4078","11.4","88.6","0","0","0","0","url:../graphs/rpart/rpart_c2045.html;D'autres informations","71"
"71- PERONNE","5131","6.5","92.7","0","0","0.7","0","url:../graphs/rpart/rpart_c2043.html;D'autres informations","71"
"71- SAINT-DESERT","4556","87.5","12.4","0","0","0.1","0","url:../graphs/rpart/rpart_c2053.html;D'autres informations","71"
"71- LEYNES","5417","37.8","61.5","0","0","0.6","0.1","url:../graphs/rpart/rpart_c2033.html;D'autres informations","71"
"71- DRACY-LE-FORT","1308","77.4","21.8","0","0","0.8","0","url:../graphs/rpart/rpart_c2022.html;D'autres informations","71"
"71- BARIZEY","1412","69.1","29.8","0","0","0.6","0.5","url:../graphs/rpart/rpart_c2000.html;D'autres informations","71"
"71- SOLUTRE-POUILLY","10610","3.1","96.7","0","0","0.1","0.1","url:../graphs/rpart/rpart_c2061.html;D'autres informations","71"
"71- BUSSIERES","5571","18.9","81.1","0","0","0","0","url:../graphs/rpart/rpart_c2006.html;D'autres informations","71"
"71- IGE","2361","39.3","59.8","0","0","0","0.9","url:../graphs/rpart/rpart_c2029.html;D'autres informations","71"
"71-LA ROCHE-VINEUSE","9034","18.5","81.3","0","0","0","0.2","url:../graphs/rpart/rpart_c2066.html;D'autres informations","71"
"71- LUGNY","629","20.3","79.7","0","0","0","0","url:../graphs/rpart/rpart_c2034.html;D'autres informations","71"
"71- BOUZERON","2248","29.1","70.9","0","0","0","0","url:../graphs/rpart/rpart_c2003.html;D'autres informations","71"
"73- YENNE","764","32.5","57.4","0","0","5.8","4.3","url:../graphs/rpart/rpart_c2090.html;D'autres informations","73"
"73- ARBIN","1327","71.1","24.3","0","0","3.2","1.5","url:../graphs/rpart/rpart_c2075.html;D'autres informations","73"
"73- JONGIEUX","11398","44.7","53.6","0","0","0.4","1.3","url:../graphs/rpart/rpart_c2083.html;D'autres informations","73"
